lot,wafer_slot,layer,tool_id,measured_at,field_x,field_y,die_x,die_y,overlay_x_nm,overlay_y_nm
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,-3,0,0,-0.015,-0.692
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,-3,1,0,-4.579,-0.771
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,-3,0,1,-1.401,-1.360
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,-3,1,1,-2.657,-2.209
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,-2,0,0,-0.719,-2.150
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,-2,1,0,1.265,-0.237
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,-2,0,1,-2.490,-3.294
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,-2,1,1,-0.170,1.896
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,-1,0,0,-0.898,-3.277
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,-1,1,0,-0.898,-2.171
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,-1,0,1,-0.021,0.423
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,-1,1,1,0.247,1.867
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,0,0,0,-0.819,-1.250
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,0,1,0,-0.681,-2.057
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,0,0,1,-1.435,-1.647
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,0,1,1,-0.301,-2.204
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,1,0,0,4.525,-3.175
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,1,1,0,0.203,-3.397
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,1,0,1,-3.333,4.255
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,1,1,1,-1.405,-1.844
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,2,0,0,1.355,-1.618
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,2,1,0,1.743,-1.329
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,2,0,1,2.216,0.126
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,2,1,1,-0.302,2.289
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,3,0,0,3.525,-0.176
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,3,1,0,0.743,1.374
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,3,0,1,-2.047,-0.410
LOT09151129,1,VIA1,ARCHER-01,2026-09-15 11:02:23,-3,3,1,1,2.167,-1.459
