lot,wafer_slot,layer,tool_id,measured_at,field_x,field_y,die_x,die_y,overlay_x_nm,overlay_y_nm
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,-3,0,0,2.358,-3.886
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,-3,1,0,1.880,-0.244
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,-3,0,1,-0.884,-1.015
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,-3,1,1,-0.799,-0.358
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,-2,0,0,3.366,-1.709
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,-2,1,0,1.366,2.515
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,-2,0,1,-0.395,0.107
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,-2,1,1,-0.288,-1.007
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,-1,0,0,-0.978,-0.119
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,-1,1,0,-0.629,-1.119
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,-1,0,1,-1.436,-0.659
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,-1,1,1,3.301,-1.335
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,0,0,0,-0.508,-0.365
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,0,1,0,-1.072,0.979
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,0,0,1,-0.316,-2.075
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,0,1,1,-1.162,0.080
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,1,0,0,1.748,-4.471
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,1,1,0,1.172,-2.980
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,1,0,1,-0.915,-2.465
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,1,1,1,4.199,-0.584
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,2,0,0,0.094,-4.666
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,2,1,0,0.426,2.391
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,2,0,1,1.607,-2.681
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,2,1,1,-1.749,0.581
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,3,0,0,-0.020,2.898
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,3,1,0,1.332,0.328
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,3,0,1,-0.940,-0.674
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-3,3,1,1,-1.434,0.240
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,-3,0,0,0.048,-2.179
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,-3,1,0,-0.456,-4.161
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,-3,0,1,4.019,-3.927
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,-3,1,1,-0.087,-1.597
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,-2,0,0,1.614,1.038
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,-2,1,0,-0.290,0.692
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,-2,0,1,-3.133,0.460
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,-2,1,1,-1.701,-0.271
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,-1,0,0,1.333,-0.050
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,-1,1,0,-0.563,2.355
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,-1,0,1,3.484,-0.680
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,-1,1,1,1.352,-0.864
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,0,0,0,-0.737,-1.905
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,0,1,0,0.444,0.471
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,0,0,1,2.548,-0.109
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,0,1,1,-0.773,0.671
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,1,0,0,0.691,-0.108
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,1,1,0,2.417,-0.110
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,1,0,1,1.441,-1.053
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,1,1,1,-1.442,-0.613
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,2,0,0,-1.192,0.401
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,2,1,0,-2.350,-0.802
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,2,0,1,0.570,-0.754
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,2,1,1,0.187,-0.017
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,3,0,0,0.914,-0.151
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,3,1,0,2.435,-0.619
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,3,0,1,-0.460,-2.767
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-2,3,1,1,2.259,-1.164
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,-3,0,0,3.925,-3.157
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,-3,1,0,-0.735,-1.288
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,-3,0,1,0.759,-0.247
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,-3,1,1,-1.982,-4.078
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,-2,0,0,-0.212,1.928
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,-2,1,0,2.248,-1.009
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,-2,0,1,-2.851,-2.613
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,-2,1,1,-0.207,0.728
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,-1,0,0,0.688,-2.103
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,-1,1,0,-0.692,2.551
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,-1,0,1,1.984,-0.158
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,-1,1,1,0.844,-1.619
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,0,0,0,1.645,-1.163
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,0,1,0,2.996,2.932
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,0,0,1,-1.525,-2.094
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,0,1,1,1.945,-0.012
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,1,0,0,-0.047,1.313
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,1,1,0,1.638,3.081
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,1,0,1,0.408,1.658
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,1,1,1,2.650,0.829
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,2,0,0,-1.597,-0.123
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,2,1,0,1.736,-0.375
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,2,0,1,3.837,-2.333
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,2,1,1,-0.088,-2.379
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,3,0,0,-2.042,-0.588
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,3,1,0,-2.580,0.292
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,3,0,1,3.047,0.907
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,-1,3,1,1,0.669,0.146
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,-3,0,0,1.780,-0.344
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,-3,1,0,0.704,1.802
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,-3,0,1,1.241,-0.456
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,-3,1,1,-1.071,-1.707
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,-2,0,0,-1.000,-2.406
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,-2,1,0,2.012,0.105
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,-2,0,1,1.840,0.579
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,-2,1,1,-2.326,-1.873
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,-1,0,0,-0.195,-1.244
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,-1,1,0,1.118,-1.366
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,-1,0,1,-1.272,-1.405
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,-1,1,1,0.414,-2.359
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,0,0,0,-1.147,-0.416
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,0,1,0,0.401,-0.069
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,0,0,1,2.944,2.339
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,0,1,1,1.101,-2.734
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,1,0,0,-1.529,0.176
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,1,1,0,-1.411,1.218
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,1,0,1,-0.971,-0.358
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,1,1,1,-2.882,0.558
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,2,0,0,1.079,-0.798
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,2,1,0,2.050,-0.360
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,2,0,1,-0.552,1.805
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,2,1,1,0.223,2.514
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,3,0,0,3.180,-2.863
LOT09151123,2,VIA1,ARCHER-01,2026-09-15 10:59:39,0,3,1,0,0.352,-0.096
