lot,wafer_slot,layer,tool_id,measured_at,field_x,field_y,die_x,die_y,overlay_x_nm,overlay_y_nm
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,-3,0,0,6.908,-1.139
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,-3,1,0,5.395,-3.836
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,-3,0,1,7.115,-6.737
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,-3,1,1,6.028,-9.484
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,-2,0,0,3.269,-2.327
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,-2,1,0,5.187,-7.388
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,-2,0,1,6.560,-2.648
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,-2,1,1,3.997,-4.678
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,-1,0,0,9.295,-5.401
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,-1,1,0,6.238,-5.626
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,-1,0,1,6.082,-3.820
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,-1,1,1,7.619,-4.462
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,0,0,0,5.749,-4.399
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,0,1,0,8.501,-3.797
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,0,0,1,6.443,-3.797
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,0,1,1,10.922,-3.758
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,1,0,0,7.394,-3.735
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,1,1,0,10.198,-3.400
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,1,0,1,6.426,-5.637
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,1,1,1,6.094,-5.171
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,2,0,0,6.493,-3.097
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,2,1,0,5.728,-6.337
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,2,0,1,7.513,-2.912
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,2,1,1,7.841,-1.732
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,3,0,0,9.066,-8.036
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,3,1,0,7.745,-4.385
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,3,0,1,4.767,-4.642
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-3,3,1,1,4.916,-2.419
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,-3,0,0,7.112,-3.699
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,-3,1,0,1.499,0.345
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,-3,0,1,5.915,-9.868
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,-3,1,1,8.285,-8.489
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,-2,0,0,4.744,-5.975
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,-2,1,0,5.950,-4.496
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,-2,0,1,2.960,-5.587
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,-2,1,1,6.745,-1.976
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,-1,0,0,4.925,-4.146
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,-1,1,0,4.702,-5.730
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,-1,0,1,5.160,-4.284
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,-1,1,1,7.145,-2.673
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,0,0,0,3.660,-2.158
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,0,1,0,5.081,-3.001
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,0,0,1,8.206,-2.709
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,0,1,1,7.902,-4.400
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,1,0,0,4.067,-4.191
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,1,1,0,5.478,-2.692
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,1,0,1,5.372,-1.512
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,1,1,1,6.290,-5.825
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,2,0,0,6.190,-4.552
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,2,1,0,7.060,-4.797
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,2,0,1,6.075,-4.086
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,2,1,1,6.238,-3.035
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,3,0,0,8.255,-6.105
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,3,1,0,8.756,-4.233
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,3,0,1,5.629,-2.697
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-2,3,1,1,2.682,-1.541
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,-3,0,0,10.172,-4.560
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,-3,1,0,10.482,-4.688
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,-3,0,1,7.592,-2.195
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,-3,1,1,4.704,-1.619
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,-2,0,0,5.900,-4.536
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,-2,1,0,2.767,-3.488
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,-2,0,1,4.783,-7.002
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,-2,1,1,8.774,-5.191
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,-1,0,0,5.035,-5.849
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,-1,1,0,7.381,-3.818
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,-1,0,1,5.886,-5.052
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,-1,1,1,8.127,-2.910
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,0,0,0,5.198,-3.619
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,0,1,0,11.050,-2.723
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,0,0,1,7.657,-4.101
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,0,1,1,2.499,-2.840
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,1,0,0,4.917,-3.872
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,1,1,0,8.425,-1.529
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,1,0,1,4.029,-3.647
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,1,1,1,4.992,-3.717
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,2,0,0,7.704,-3.020
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,2,1,0,7.195,-5.759
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,2,0,1,8.340,-5.479
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,2,1,1,7.168,-6.547
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,3,0,0,10.578,-7.285
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,3,1,0,6.193,-5.170
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,3,0,1,9.334,-5.441
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,-1,3,1,1,8.054,-7.035
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,0,-3,0,0,4.551,-4.285
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,0,-3,1,0,9.378,-1.859
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,0,-3,0,1,8.193,-2.237
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,0,-3,1,1,5.557,0.856
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,0,-2,0,0,3.190,-9.152
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,0,-2,1,0,8.894,-6.513
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,0,-2,0,1,4.799,-3.888
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,0,-2,1,1,5.030,-2.518
LOT09151129,9,VIA1,ARCHER-01,2026-09-15 11:29:23,0,-1,0,0,6.020,-3.888
